game_id,game_name,genre1,genre2,genre3,genre4,genre_wide,genre_narrow,release_day,release_month,release_year
954479,No More Heroes 2: Desperate Struggle,Action,Beat-'Em-Up,3D,,action,action-beatemup,26,1,2010
953921,Tatsunoko vs. Capcom: Ultimate All-Stars,Action,Fighting,2D,,action,action-fighting,26,1,2010
982137,Assault Heroes,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,28,1,2010
987731,Thexder NEO,Action,Shooter,Shoot-'Em-Up,Horizontal,action,action-shooter,28,1,2010
977476,Chime,Action,Rhythm,Music,,action,action-rhythm,3,2,2010
988753,Blaster Master: Overdrive,Action,Platformer,2D,,action,action-platformer,8,2,2010
970803,Tomena Sanner,Action,General,,,action,action-general,8,2,2010
955367,Dante's Inferno,Action,Beat-'Em-Up,3D,,action,action-beatemup,9,2,2010
961608,Super Monkey Ball: Step & Roll,Action,General,,,action,action-general,9,2,2010
945380,BioShock 2,Action,Shooter,First-Person,Arcade,action,action-shooter,9,2,2010
989515,WarMen Tactics,Action,Shooter,First-Person,Arcade,action,action-shooter,15,2,2010
974378,Dynasty Warriors: Strikeforce,Action,Beat-'Em-Up,3D,,action,action-beatemup,16,2,2010
958076,Aliens vs. Predator,Action,Shooter,First-Person,Arcade,action,action-shooter,16,2,2010
989951,GhostSlayer,Action,Shooter,First-Person,Arcade,action,action-shooter,22,2,2010
960530,Fret Nice,Action,Rhythm,Music,,action,action-rhythm,24,2,2010
986265,Lazy Raiders,Action,General,,,action,action-general,24,2,2010
957916,Battlefield: Bad Company 2,Action,Shooter,First-Person,Arcade,action,action-shooter,2,3,2010
986085,Lips: Party Classics,Action,Rhythm,Music,,action,action-rhythm,2,3,2010
984984,Max & the Magic Marker,Action,Platformer,2D,,action,action-platformer,8,3,2010
990630,Dracula: Undead Awakening,Action,General,,,action,action-general,8,3,2010
982129,Mega Man 10,Action,Platformer,2D,,action,action-platformer,11,3,2010
968937,Rage of the Gladiator,Action,Beat-'Em-Up,2D,,action,action-beatemup,15,3,2010
935091,Metro 2033,Action,Shooter,First-Person,Arcade,action,action-shooter,16,3,2010
960632,Perfect Dark,Action,Shooter,First-Person,Arcade,action,action-shooter,17,3,2010
991497,Groovin' Blocks,Action,Rhythm,Music,,action,action-rhythm,18,3,2010
954432,Cave Story,Action,Platformer,2D,,action,action-platformer,22,3,2010
959883,Red Steel 2,Action,Shooter,First-Person,Arcade,action,action-shooter,23,3,2010
984933,How to Train Your Dragon,Action,General,,,action,action-general,23,3,2010
989521,Section 8,Action,Shooter,First-Person,Arcade,action,action-shooter,25,3,2010
960636,Samurai Shodown Sen,Action,Fighting,3D,,action,action-fighting,30,3,2010
979295,Grill-Off with Ultra Hand!,Action,General,,,action,action-general,31,3,2010
981348,Hyperballoid HD,Action,General,,,action,action-general,22,4,2010
958249,Dead to Rights: Retribution,Action,Shooter,Third-Person,Arcade,action,action-shooter,27,4,2010
975211,Super Street Fighter IV,Action,Fighting,2D,,action,action-fighting,27,4,2010
990007,Kick-Ass,Action,Fighting,3D,,action,action-fighting,29,4,2010
979875,Zombie Panic in Wonderland,Action,Shooter,Third-Person,Arcade,action,action-shooter,3,5,2010
986296,Kung Fu Funk: Everybody is Kung Fu Fighting!,Action,Beat-'Em-Up,2D,,action,action-beatemup,3,5,2010
957906,Iron Man 2,Action,General,,,action,action-general,4,5,2010
995172,Lead and Gold: Gangs of the Wild West,Action,Shooter,Third-Person,Arcade,action,action-shooter,4,5,2010
971802,RayStorm HD,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,5,5,2010
975437,Zeno Clash: Ultimate Edition,Action,Shooter,First-Person,Arcade,action,action-shooter,5,5,2010
958322,Lost Planet 2,Action,Shooter,Third-Person,Arcade,action,action-shooter,11,5,2010
984778,Bit.Trip Runner,Action,Rhythm,Music,,action,action-rhythm,17,5,2010
977453,Rocket Knight,Action,Platformer,2D,,action,action-platformer,18,5,2010
991477,DreamWorks Shrek Forever After,Action,General,,,action,action-general,18,5,2010
991203,Attack of the Movies 3D,Action,General,,,action,action-general,18,5,2010
994882,Aqua,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,19,5,2010
996570,Metal Slug XX,Action,Shooter,Shoot-'Em-Up,Horizontal,action,action-shooter,19,5,2010
960551,Super Mario Galaxy 2,Action,Platformer,3D,,action,action-platformer,23,5,2010
976492,Manic Monkey Mayhem,Action,General,,,action,action-general,24,5,2010
986294,Viral Survival,Action,General,,,action,action-general,24,5,2010
984915,Pirates PlundArrr,Action,Beat-'Em-Up,2D,,action,action-beatemup,25,5,2010
973238,Soldner-X 2: Final Prototype,Action,Shooter,Shoot-'Em-Up,Horizontal,action,action-shooter,25,5,2010
971665,Doom II,Action,Shooter,First-Person,Arcade,action,action-shooter,26,5,2010
981373,Green Day: Rock Band,Action,Rhythm,Music,,action,action-rhythm,8,6,2010
930010,NeoGeo Battle Coliseum,Action,Fighting,2D,,action,action-fighting,9,6,2010
945065,Disney/Pixar Toy Story 3,Action,General,,,action,action-general,15,6,2010
945064,Toy Story 3,Action,General,,,action,action-general,15,6,2010
995879,Dance on Broadway,Action,Rhythm,Dancing,,action,action-rhythm,15,6,2010
970808,Space Ark,Action,General,,,action,action-general,16,6,2010
981947,Transformers: Cybertron Adventures,Action,Shooter,Third-Person,Arcade,action,action-shooter,22,6,2010
997662,Duke Nukem: Manhattan Project,Action,Shooter,Shoot-'Em-Up,Horizontal,action,action-shooter,23,6,2010
981293,Naughty Bear,Action,General,,,action,action-general,25,6,2010
954365,Sin & Punishment: Star Successor,Action,Shooter,Rail,,action,action-shooter,27,6,2010
991067,Jett Rocket,Action,Platformer,3D,,action,action-platformer,28,6,2010
956437,Singularity,Action,Shooter,First-Person,Arcade,action,action-shooter,29,6,2010
952641,Deathsmiles,Action,Shooter,Shoot-'Em-Up,Horizontal,action,action-shooter,29,6,2010
991475,The Last Airbender,Action,General,,,action,action-general,29,6,2010
954476,N3II: Ninety-Nine Nights,Action,Beat-'Em-Up,2D,,action,action-beatemup,29,6,2010
971936,Ancients of Ooga,Action,General,,,action,action-general,30,6,2010
990874,Despicable Me: The Game,Action,General,,,action,action-general,6,7,2010
988438,Tournament of Legends,Action,Fighting,3D,,action,action-fighting,6,7,2010
974897,Toribash: Violence Perfected,Action,Fighting,3D,,action,action-fighting,12,7,2010
995867,Deadliest Warrior: The Game,Action,Fighting,3D,,action,action-fighting,14,7,2010
982250,Furry Legends,Action,Platformer,3D,,action,action-platformer,19,7,2010
991005,LIMBO,Action,Platformer,2D,,action,action-platformer,21,7,2010
988982,BlazBlue: Continuum Shift,Action,Fighting,2D,,action,action-fighting,27,7,2010
995912,Disney Sing It: Family Hits,Action,Rhythm,Music,,action,action-rhythm,3,8,2010
603731,Earthworm Jim HD,Action,Platformer,2D,,action,action-platformer,3,8,2010
961764,Scott Pilgrim vs. the World: The Game,Action,Beat-'Em-Up,2D,,action,action-beatemup,10,8,2010
991788,Monday Night Combat,Action,Shooter,Third-Person,Arcade,action,action-shooter,11,8,2010
980388,A Monsteca Corral: Monsters vs. Robots,Action,Platformer,3D,,action,action-platformer,16,8,2010
979996,Kane & Lynch 2: Dog Days,Action,Shooter,Third-Person,Arcade,action,action-shooter,17,8,2010
960584,And Yet It Moves,Action,Platformer,2D,,action,action-platformer,23,8,2010
988805,Ivy the Kiwi?,Action,Platformer,2D,,action,action-platformer,24,8,2010
972632,Shank,Action,Beat-'Em-Up,2D,,action,action-beatemup,24,8,2010
961233,Grease: The Official Video Game,Action,Rhythm,Music,,action,action-rhythm,24,8,2010
974805,Kung Fu Rider,Action,General,,,action,action-general,7,9,2010
991323,Spider-Man: Shattered Dimensions,Action,Beat-'Em-Up,3D,,action,action-beatemup,7,9,2010
990005,Batman: The Brave and the Bold - The Videogame,Action,General,,,action,action-general,7,9,2010
605791,Dance! It's Your Stage,Action,Rhythm,Dancing,,action,action-rhythm,8,9,2010
997593,Space Invaders Infinity Gene,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,14,9,2010
991730,Legend of the Guardians: The Owls of Ga'Hoole,Action,General,,,action,action-general,14,9,2010
960512,Halo: Reach,Action,Shooter,First-Person,Arcade,action,action-shooter,14,9,2010
997575,Sonic Adventure,Action,Platformer,3D,,action,action-platformer,21,9,2010
980494,Serious Sam HD: The Second Encounter,Action,Shooter,First-Person,Arcade,action,action-shooter,22,9,2010
954470,Quantum Theory,Action,Shooter,Third-Person,Arcade,action,action-shooter,28,9,2010
988437,MorphX,Action,Shooter,Third-Person,Arcade,action,action-shooter,28,9,2010
991402,Guitar Hero: Warriors of Rock,Action,Rhythm,Music,,action,action-rhythm,28,9,2010
954366,Samurai Warriors 3,Action,Beat-'Em-Up,3D,,action,action-beatemup,28,9,2010
959895,Front Mission Evolved,Action,Shooter,Third-Person,Arcade,action,action-shooter,28,9,2010
960419,Def Jam Rapstar,Action,Rhythm,Music,,action,action-rhythm,5,10,2010
972659,Comic Jumper: The Adventures of Captain Smiley,Action,General,,,action,action-general,6,10,2010
972792,Sonic the Hedgehog 4: Episode I,Action,Platformer,2D,,action,action-platformer,11,10,2010
980769,Medal of Honor,Action,Shooter,First-Person,Arcade,action,action-shooter,12,10,2010
961301,Sengoku Basara: Samurai Heroes,Action,Beat-'Em-Up,3D,,action,action-beatemup,12,10,2010
997756,Just Dance 2,Action,Rhythm,Dancing,,action,action-rhythm,12,10,2010
997761,Kirby's Epic Yarn,Action,Platformer,2D,,action,action-platformer,17,10,2010
987822,Vanquish,Action,Shooter,Third-Person,Arcade,action,action-shooter,19,10,2010
986132,DJ Hero 2,Action,Rhythm,Music,,action,action-rhythm,19,10,2010
997664,Rock of the Dead,Action,Rhythm,Music,,action,action-rhythm,19,10,2010
991148,Power Gig: Rise of the SixString,Action,Rhythm,Music,,action,action-rhythm,19,10,2010
995982,Ben 10 Ultimate Alien: Cosmic Destruction,Action,General,,,action,action-general,19,10,2010
974809,The Shoot,Action,Shooter,Light Gun,,action,action-shooter,19,10,2010
990836,Super Meat Boy,Action,Platformer,2D,,action,action-platformer,20,10,2010
605243,Bit.Trip Fate,Action,Rhythm,Music,,action,action-rhythm,25,10,2010
960343,Flip's Twisted World,Action,Platformer,3D,,action,action-platformer,25,10,2010
971480,Rock Band 3,Action,Rhythm,Music,,action,action-rhythm,26,10,2010
997552,Bakugan: Defenders of the Core,Action,General,,,action,action-general,26,10,2010
958899,Blacklight: Tango Down,Action,Shooter,First-Person,Tactical,action,action-shooter,26,10,2010
981369,Star Wars: The Force Unleashed II,Action,General,,,action,action-general,26,10,2010
605501,Pinball FX 2,Action,Pinball,,,action,action-pinball,27,10,2010
605598,Bloody Good Time,Action,Shooter,First-Person,Arcade,action,action-shooter,28,10,2010
998584,Haunted House,Action,General,,,action,action-general,28,10,2010
997879,SingStar Dance,Action,Rhythm,Dancing,,action,action-rhythm,1,11,2010
997757,GoldenEye 007,Action,Shooter,First-Person,Arcade,action,action-shooter,2,11,2010
996390,Dragon Ball: Raging Blast 2,Action,Fighting,3D,,action,action-fighting,2,11,2010
995480,James Bond 007: Blood Stone,Action,Shooter,Third-Person,Arcade,action,action-shooter,2,11,2010
605345,Hoard,Action,General,,,action,action-general,2,11,2010
997741,Megamind: Ultimate Showdown,Action,General,,,action,action-general,2,11,2010
976861,Fist of the North Star: Ken's Rage,Action,Beat-'Em-Up,3D,,action,action-beatemup,2,11,2010
997760,DanceMasters,Action,Rhythm,Dancing,,action,action-rhythm,4,11,2010
997631,Dance Central,Action,Rhythm,Dancing,,action,action-rhythm,4,11,2010
605266,Fighters Uncaged,Action,Fighting,3D,,action,action-fighting,4,11,2010
954374,FlingSmash,Action,General,,,action,action-general,7,11,2010
611715,Crescent Pale Mist,Action,Platformer,2D,,action,action-platformer,9,11,2010
997877,The Fight: Lights Out,Action,Fighting,3D,,action,action-fighting,9,11,2010
996443,Call of Duty: Black Ops,Action,Shooter,First-Person,Arcade,action,action-shooter,9,11,2010
997384,Guwange,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,10,11,2010
961563,Naruto Shippuden: Dragon Blade Chronicles,Action,General,,,action,action-general,12,11,2010
605238,Dood's Big Adventure,Action,Platformer,2D,,action,action-platformer,14,11,2010
960577,DanceDanceRevolution,Action,Rhythm,Dancing,,action,action-rhythm,16,11,2010
999436,Marvel Super Hero Squad: The Infinity Gauntlet,Action,General,,,action,action-general,16,11,2010
997204,"""Harry Potter and the Deathly Hallows, Part 1""",Action,Shooter,Third-Person,Arcade,action,action-shooter,16,11,2010
997173,Sonic Colors,Action,Platformer,3D,,action,action-platformer,16,11,2010
988978,Tom Clancy's Ghost Recon,Action,Shooter,Third-Person,Tactical,action,action-shooter,16,11,2010
997762,Pac-Man Championship Edition DX,Action,Arcade,,,action,action-arcade,17,11,2010
997764,Donkey Kong Country Returns,Action,Platformer,2D,,action,action-platformer,21,11,2010
997721,Raving Rabbids: Travel in Time,Action,Platformer,2D,,action,action-platformer,21,11,2010
954487,Spelunker HD,Action,Platformer,2D,,action,action-platformer,23,11,2010
997726,Michael Jackson The Experience,Action,Rhythm,Dancing,,action,action-rhythm,23,11,2010
946604,Splatterhouse,Action,Beat-'Em-Up,3D,,action,action-beatemup,23,11,2010
605150,Disney Tangled: The Video Game,Action,General,,,action,action-general,23,11,2010
605257,Beat Sketcher,Action,Rhythm,Music,,action,action-rhythm,23,11,2010
971428,Dead Nation,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,30,11,2010
975515,Disney Epic Mickey,Action,Platformer,3D,,action,action-platformer,30,11,2010
612198,Funky Lab Rat,Action,Platformer,2D,,action,action-platformer,30,11,2010
609164,Unbound Saga,Action,Beat-'Em-Up,2D,,action,action-beatemup,1,12,2010
611875,Fluidity,Action,Platformer,2D,,action,action-platformer,6,12,2010
614524,Alien Breed 2: Assault,Action,Shooter,Third-Person,Arcade,action,action-shooter,7,12,2010
996587,Kung-Fu Live,Action,Fighting,3D,,action,action-fighting,7,12,2010
998127,TRON: Evolution - Battle Grids,Action,General,,,action,action-general,7,12,2010
615371,Harms Way,Action,General,,,action,action-general,8,12,2010
615370,Doritos Crash Course,Action,Platformer,2D,,action,action-platformer,8,12,2010
991483,lilt line,Action,Rhythm,Music,,action,action-rhythm,13,12,2010
612079,Marvel Pinball,Action,Pinball,,,action,action-pinball,14,12,2010
610420,X-Men: The Arcade Game,Action,Beat-'Em-Up,2D,,action,action-beatemup,14,12,2010
612410,Sackboy's Prehistoric Moves,Action,Platformer,3D,,action,action-platformer,14,12,2010
989149,Sniper Elite,Action,Shooter,Third-Person,Tactical,action,action-shooter,14,12,2010
942659,Quake Arena Arcade,Action,Shooter,First-Person,Arcade,action,action-shooter,15,12,2010
997884,Eat Them!,Action,General,,,action,action-general,21,12,2010
610675,chick chick BOOM,Action,General,,,action,action-general,27,12,2010
610767,MicroBot,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,29,12,2010
971438,Lost in Shadow,Action,Platformer,2D,,action,action-platformer,4,1,2011
954959,Zeit Squared,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,12,1,2011
954843,LittleBigPlanet 2,Action,Platformer,2D,,action,action-platformer,18,1,2011
997605,Spare Parts,Action,General,,,action,action-general,18,1,2011
618775,Modern Combat: Domination,Action,Shooter,First-Person,Tactical,action,action-shooter,18,1,2011
997769,Mindjack,Action,Shooter,Third-Person,Arcade,action,action-shooter,18,1,2011
619503,Dead Space: Extraction,Action,Shooter,Light Gun,,action,action-shooter,25,1,2011
975303,Dead Space 2,Action,Shooter,Third-Person,Arcade,action,action-shooter,25,1,2011
991521,Breach,Action,Shooter,First-Person,Tactical,action,action-shooter,26,1,2011
995377,Bionic Commando Rearmed 2,Action,Platformer,2D,,action,action-platformer,1,2,2011
621209,Tales From Space: About a Blob,Action,Platformer,2D,,action,action-platformer,8,2,2011
604077,Explodemon,Action,Platformer,2D,,action,action-platformer,8,2,2011
620823,Pucca's Kisses Game,Action,Platformer,2D,,action,action-platformer,14,2,2011
995375,Marvel vs. Capcom 3: Fate of Two Worlds,Action,Fighting,2D,,action,action-fighting,15,2,2011
620506,Acceleration of SUGURI X-Edition,Action,Fighting,2D,,action,action-fighting,15,2,2011
997471,Hard Corps: Uprising,Action,Platformer,2D,,action,action-platformer,16,2,2011
997372,de Blob 2,Action,Platformer,3D,,action,action-platformer,22,2,2011
996959,Killzone 3,Action,Shooter,First-Person,Arcade,action,action-shooter,22,2,2011
952598,Bulletstorm,Action,Shooter,First-Person,Arcade,action,action-shooter,22,2,2011
620242,Alien Breed 3: Descent,Action,Shooter,Third-Person,Arcade,action,action-shooter,22,2,2011
614508,Bit.Trip Flux,Action,Rhythm,Music,,action,action-rhythm,28,2,2011
996823,PixelJunk Shooter 2,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,1,3,2011
960373,Homefront,Action,Shooter,First-Person,Arcade,action,action-shooter,15,3,2011
623313,Arcade Essentials,Action,General,,,action,action-general,21,3,2011
960491,Crysis 2,Action,Shooter,First-Person,Arcade,action,action-shooter,22,3,2011
623315,Battle: Los Angeles,Action,Shooter,First-Person,Arcade,action,action-shooter,22,3,2011
997847,PlayStation Move Heroes,Action,General,,,action,action-general,22,3,2011
997564,Moon Diver,Action,Beat-'Em-Up,2D,,action,action-beatemup,29,3,2011
606303,Dynasty Warriors 7,Action,Beat-'Em-Up,3D,,action,action-beatemup,29,3,2011
995070,Rush'N Attack Ex-Patriot,Action,Platformer,2D,,action,action-platformer,29,3,2011
624548,Strania,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,30,3,2011
619910,Karaoke Revolution Glee: Volume 2,Action,Rhythm,Music,,action,action-rhythm,5,4,2011
605192,Red Faction: Battlegrounds,Action,Shooter,Third-Person,Arcade,action,action-shooter,5,4,2011
609526,StarDrone,Action,General,,,action,action-general,5,4,2011
990607,The Dishwasher: Vampire Smile,Action,Beat-'Em-Up,2D,,action,action-beatemup,6,4,2011
612230,Yar's Revenge,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,13,4,2011
999446,Arcana Heart 3,Action,Fighting,2D,,action,action-fighting,19,4,2011
627553,Sonic the Hedgehog 2,Action,Platformer,2D,,action,action-platformer,19,4,2011
997849,Portal 2,Action,Shooter,First-Person,Arcade,action,action-shooter,19,4,2011
991817,Conduit 2,Action,Shooter,First-Person,Arcade,action,action-shooter,19,4,2011
612072,The Fancy Pants Adventures,Action,Platformer,2D,,action,action-platformer,19,4,2011
961032,Mortal Kombat,Action,Fighting,2D,,action,action-fighting,19,4,2011
991064,SOCOM 4: U.S. Navy SEALs,Action,Shooter,Third-Person,Arcade,action,action-shooter,19,4,2011
605724,Outland,Action,Platformer,2D,,action,action-platformer,27,4,2011
614177,Trouble Witches Neo!,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,27,4,2011
627416,Nin2-Jump,Action,Platformer,2D,,action,action-platformer,27,4,2011
978622,Thor: God of Thunder,Action,General,,,action,action-general,3,5,2011
605506,Bangai-O HD: Missile Fury,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,4,5,2011
960408,Brink,Action,Shooter,First-Person,Arcade,action,action-shooter,10,5,2011
626535,Gabrielle's Ghostly Groove: Monster Mix,Action,Rhythm,Dancing,,action,action-rhythm,16,5,2011
625850,DreamWorks Kung Fu Panda 2,Action,General,,,action,action-general,24,5,2011
604137,Operation Flashpoint: Red River,Action,Shooter,First-Person,Arcade,action,action-shooter,7,6,2011
988573,Red Faction: Armageddon,Action,Shooter,Third-Person,Arcade,action,action-shooter,7,6,2011
944794,Duke Nukem Forever,Action,Shooter,First-Person,Arcade,action,action-shooter,14,6,2011
988785,Greg Hastings Paintball 2,Action,Shooter,First-Person,Arcade,action,action-shooter,14,6,2011
621666,Transformers: Dark of the Moon,Action,General,,,action,action-general,14,6,2011
634344,Alien Zombie Megadeath,Action,Platformer,2D,,action,action-platformer,21,6,2011
995051,F.E.A.R. 3,Action,Shooter,First-Person,Arcade,action,action-shooter,21,6,2011
605745,Lucha Fury,Action,Beat-'Em-Up,2D,,action,action-beatemup,22,6,2011
628015,Gatling Gears,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,28,6,2011
626633,Super Street Fighter IV: Arcade Edition,Action,Fighting,2D,,action,action-fighting,28,6,2011
632801,Streets of Rage 2,Action,Beat-'Em-Up,2D,,action,action-beatemup,28,6,2011
605800,Dynasty Warriors: Gundam 3,Action,Beat-'Em-Up,2D,,action,action-beatemup,28,6,2011
611666,Sniper: Ghost Warrior,Action,Shooter,First-Person,Tactical,action,action-shooter,29,6,2011
606327,Earth Defense Force: Insect Armageddon,Action,Shooter,Third-Person,Arcade,action,action-shooter,1,7,2011
635803,Deadliest Warrior: Legends,Action,Fighting,3D,,action,action-fighting,6,7,2011
997291,"""Harry Potter and the Deathly Hallows, Part 2""",Action,Shooter,Third-Person,Arcade,action,action-shooter,12,7,2011
636218,Golden Axe,Action,Beat-'Em-Up,2D,,action,action-beatemup,12,7,2011
632676,"""Warhammer 40,000: Kill Team""",Action,Shooter,Third-Person,Arcade,action,action-shooter,13,7,2011
614978,Ms. 'Splosion Man,Action,Platformer,2D,,action,action-platformer,13,7,2011
621206,Call of Juarez: The Cartel,Action,Shooter,First-Person,Arcade,action,action-shooter,19,7,2011
978615,Captain America: Super Soldier,Action,General,,,action,action-general,19,7,2011
637269,Bobby Carrot Forever,Action,Platformer,2D,,action,action-platformer,21,7,2011
605821,Section 8: Prejudice,Action,Shooter,First-Person,Arcade,action,action-shooter,26,7,2011
619946,Galaga Legions DX,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,2,8,2011
611857,Bleach: Soul Resurreccion,Action,Beat-'Em-Up,3D,,action,action-beatemup,3,8,2011
632841,Fruit Ninja Kinect,Action,Arcade,,,action,action-arcade,10,8,2011
638431,Kyotokei,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,11,8,2011
980074,No More Heroes: Heroes Paradise,Action,Beat-'Em-Up,3D,,action,action-beatemup,16,8,2011
630107,Street Fighter III: Third Strike Online Edition,Action,Fighting,2D,,action,action-fighting,23,8,2011
639758,Comix Zone,Action,Platformer,2D,,action,action-platformer,23,8,2011
640103,Ugly Americans: Apocalypsegeddon,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,30,8,2011
991141,Bodycount,Action,Shooter,First-Person,Arcade,action,action-shooter,30,8,2011
998016,Resistance 3,Action,Shooter,First-Person,Arcade,action,action-shooter,6,9,2011
632976,Leedmees,Action,General,,,action,action-general,7,9,2011
620822,The Gunstringer,Action,Shooter,Rail,,action,action-shooter,13,9,2011
625894,Renegade Ops,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,14,9,2011
606283,Radiant Silvergun,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,14,9,2011
641824,Altered Beast,Action,Beat-'Em-Up,2D,,action,action-beatemup,20,9,2011
991468,Gears of War 3,Action,Shooter,Third-Person,Arcade,action,action-shooter,20,9,2011
629734,Burnout Crash!,Action,Arcade,,,action,action-arcade,21,9,2011
620509,Rochard,Action,Platformer,2D,,action,action-platformer,27,9,2011
997619,Child of Eden,Action,Shooter,Rail,,action,action-shooter,27,9,2011
610133,X-Men: Destiny,Action,Beat-'Em-Up,3D,,action,action-beatemup,27,9,2011
625928,Spider-Man: Edge of Time,Action,Beat-'Em-Up,3D,,action,action-beatemup,4,10,2011
642666,Crysis,Action,Shooter,First-Person,Arcade,action,action-shooter,4,10,2011
942657,Rage,Action,Shooter,First-Person,Arcade,action,action-shooter,4,10,2011
610876,Space Channel 5 Part 2,Action,Rhythm,Dancing,,action,action-rhythm,5,10,2011
632888,Just Dance 3,Action,Rhythm,Dancing,,action,action-rhythm,7,10,2011
625202,Skylanders: Spyro's Adventure,Action,Platformer,3D,,action,action-platformer,16,10,2011
632906,Everybody Dance,Action,Rhythm,Dancing,,action,action-rhythm,18,10,2011
605254,Ratchet & Clank: All 4 One,Action,Platformer,3D,,action,action-platformer,18,10,2011
624516,Rocksmith,Action,Rhythm,Music,,action,action-rhythm,18,10,2011
632713,Payday: The Heist,Action,Shooter,First-Person,Arcade,action,action-shooter,18,10,2011
643664,Beat Hazard Ultra,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,18,10,2011
627044,PowerUp Heroes,Action,Fighting,3D,,action,action-fighting,18,10,2011
646483,Real Steel,Action,Fighting,3D,,action,action-fighting,18,10,2011
641694,Rocketbirds: Hardboiled Chicken,Action,Platformer,2D,,action,action-platformer,18,10,2011
935607,Kirby's Return to Dream Land,Action,Platformer,2D,,action,action-platformer,24,10,2011
621185,Battlefield 3,Action,Shooter,First-Person,Tactical,action,action-shooter,25,10,2011
632689,Dance Central 2,Action,Rhythm,Dancing,,action,action-rhythm,25,10,2011
980782,DreamWorks Puss in Boots,Action,General,,,action,action-general,25,10,2011
631928,The House of the Dead: Overkill - Extended Cut,Action,Shooter,Light Gun,,action,action-shooter,25,10,2011
632882,Blackwater,Action,Shooter,First-Person,Arcade,action,action-shooter,25,10,2011
630325,Dragon Ball Z: Ultimate Tenkaichi,Action,Fighting,3D,,action,action-fighting,25,10,2011
640651,Zombie Apocalypse: Never Die Alone,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,26,10,2011
632665,The War of the Worlds,Action,Platformer,2D,,action,action-platformer,26,10,2011
634005,Anima: Ark of Sinners,Action,Platformer,2D,,action,action-platformer,27,10,2011
997503,Otomedius Excellent,Action,Shooter,Shoot-'Em-Up,Horizontal,action,action-shooter,1,11,2011
627224,Sonic Generations,Action,Platformer,3D,,action,action-platformer,1,11,2011
636542,GoldenEye 007: Reloaded,Action,Shooter,First-Person,Arcade,action,action-shooter,1,11,2011
634060,Max & the Magic Marker: Gold Edition,Action,Platformer,2D,,action,action-platformer,1,11,2011
635231,The Black Eyed Peas Experience,Action,Rhythm,Music,,action,action-rhythm,8,11,2011
995751,Call of Duty: Modern Warfare 3,Action,Shooter,First-Person,Arcade,action,action-shooter,8,11,2011
648815,Fusion: Genesis,Action,Shooter,Shoot-'Em-Up,Top-Down,action,action-shooter,9,11,2011
637876,Kung-Fu High Impact,Action,Beat-'Em-Up,2D,,action,action-beatemup,15,11,2011
998304,Rayman Origins,Action,Platformer,2D,,action,action-platformer,15,11,2011
640837,ABBA: You Can Dance,Action,Rhythm,Dancing,,action,action-rhythm,15,11,2011
635632,Dynasty Warriors 7: Xtreme Legends,Action,Beat-'Em-Up,3D,,action,action-beatemup,15,11,2011
632871,Halo: Combat Evolved Anniversary,Action,Shooter,First-Person,Arcade,action,action-shooter,15,11,2011
625926,BurgerTime World Tour,Action,Platformer,2D,,action,action-platformer,15,11,2011
637240,Ultimate Marvel vs. Capcom 3,Action,Fighting,2D,,action,action-fighting,15,11,2011
627150,Xotic,Action,Shooter,First-Person,Arcade,action,action-shooter,16,11,2011
637289,Heavy Fire: Afghanistan,Action,Shooter,Light Gun,,action,action-shooter,18,11,2011
611212,Cartoon Network: Punch Time Explosion XL,Action,Fighting,2D,,action,action-fighting,18,11,2011
621319,Power Rangers Samurai,Action,Beat-'Em-Up,2D,,action,action-beatemup,22,11,2011
632925,Tekken Hybrid,Action,Fighting,3D,,action,action-fighting,22,11,2011
632923,The King of Fighters XIII,Action,Fighting,2D,,action,action-fighting,22,11,2011
621801,Voltron: Defender of the Universe,Action,Shooter,Shoot-'Em-Up,Vertical,action,action-shooter,30,11,2011
640857,Sonic CD,Action,Platformer,2D,,action,action-platformer,14,12,2011
998090,Trine 2,Action,Platformer,2D,,action,action-platformer,21,12,2011
637912,All Zombies Must Die!,Action,General,,,action,action-general,28,12,2011
